file	line	curie	claimed_label	ontology_label	verdict	similarity	row
research/traits/ecology/endosymbiosis-deep-research-falcon.md	231	GO:0006915	apoptotic process	apoptotic process	OK_LABEL	1.00	| apoptotic process | `GO:0006915` | Developmental elimination of insect symbionts. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	232	GO:0006979	response to oxidative stress	response to oxidative stress	OK_LABEL	1.00	| response to oxidative stress | `GO:0006979` | Relevant to oxygen control, iron, and intracellular stress. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	245	GO:0016163	nitrogenase nifh/nifdk	nitrogenase activity	OK_IN_ROW	1.00	| nitrogenase NifH/NifDK | `GO:0016163` for nitrogenase activity; protein accessions taxon-specific | Oxygen-labile Fe–S/FeMo enzyme system reducing N₂. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	260	CHEBI:17997	dinitrogen	dinitrogen	OK_LABEL	1.00	| dinitrogen | `CHEBI:17997` | Nitrogenase substrate. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	261	CHEBI:16134	ammonia	ammonia	OK_LABEL	1.00	| ammonia | `CHEBI:16134` | Product of nitrogen fixation and nitrogen recycling. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	262	CHEBI:15379	dioxygen	dioxygen	OK_LABEL	1.00	| dioxygen | `CHEBI:15379` | Needed for respiration but inhibitory to nitrogenase at high concentration. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	263	CHEBI:29033	iron(2+)	iron(2+)	OK_LABEL	1.00	| iron(2+) | `CHEBI:29033` | Cofactor supply to bacteroids and nitrogenase-associated systems. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	264	CHEBI:18050	glutamine	L-glutamine	OK_LABEL	1.00	| glutamine | `CHEBI:18050` | Host-delivered nitrogen substrate in aphid–*Buchnera* integration. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	265	CHEBI:29016	arginine	arginine	OK_LABEL	1.00	| arginine | `CHEBI:29016` | Symbiont-produced essential amino acid in aphids. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	266	CHEBI:18186	tyrosine	tyrosine	OK_LABEL	1.00	| tyrosine | `CHEBI:18186` | Symbiont-linked precursor for DOPA and cuticle formation. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	267	CHEBI:17295	phenylalanine	L-phenylalanine	OK_LABEL	1.00	| phenylalanine | `CHEBI:17295` | Nutritional/cuticle-related amino acid. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	268	CHEBI:16199	urea	urea	OK_LABEL	1.00	| urea | `CHEBI:16199` | Nitrogen-recycling intermediate in cockroach symbiosis. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	269	CHEBI:17775	urate/uric acid	7,9-dihydro-1H-purine-2,6,8(3H)-trione	OK_LABEL	1.00	| urate/uric acid | `CHEBI:17775` / verify protonation-specific term | Host nitrogen-storage metabolite. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	270	CHEBI:16183	methane	methane	OK_LABEL	1.00	| methane | `CHEBI:16183` | Electron donor/carbon substrate for methanotrophic mussel endosymbionts. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	271	CHEBI:16136	hydrogen sulfide	hydrogen sulfide	OK_LABEL	1.00	| hydrogen sulfide | `CHEBI:16136` | Reduced sulfur substrate for sulfur-oxidizing symbionts. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	273	CHEBI:28077	rifampicin	rifampicin	OK_LABEL	1.00	| rifampicin | `CHEBI:28077` | Experimental depletion factor; not an endogenous mechanism. |
research/traits/ecology/endosymbiosis-deep-research-falcon.md	274	ENVO:01001026	hypoxia	electromagnetic radiation	DRIFT	0.22	| hypoxia | `ENVO:01001026` if compatible with local ontology | Protects oxygen-labile nitrogenase while permitting controlled respiration. |
research/traits/ecology/free_living-deep-research-falcon.md	249	ENVO:01000739	environmental habitat	habitat	OK_LABEL	1.00	| environmental habitat | `ENVO:01000739` (“habitat”) | Verify preferred ENVO term/version during implementation. |
research/traits/ecology/free_living-deep-research-falcon.md	252	GO:0065007	environmental filtering	biological regulation	DRIFT	0.25	| environmental filtering | `GO:0065007` is too broad; label-only ecological process preferred | Do not force an inappropriate molecular-process identifier. |
research/traits/ecology/free_living-deep-research-falcon.md	260	ENVO:00001998	soil	soil	OK_LABEL	1.00	| soil | `ENVO:00001998` | Environmental compartment. |
research/traits/ecology/free_living-deep-research-falcon.md	261	ENVO:00002007	sediment	sediment	OK_LABEL	1.00	| sediment | `ENVO:00002007` | Includes anoxic freshwater/marine sediment contexts. |
research/traits/ecology/free_living-deep-research-falcon.md	262	ENVO:00002149	seawater	sea water	OK_LABEL	1.00	| seawater | `ENVO:00002149` | Environmental free-living compartment. |
research/traits/ecology/free_living-deep-research-falcon.md	263	ENVO:01001039	anoxic environment	highly saline water	DRIFT	0.24	| anoxic environment | `ENVO:01001039` if confirmed locally; otherwise label only | Check current ENVO label before import. |
research/traits/ecology/free_living-deep-research-falcon.md	265	GO:0009267	nutrient limitation	cellular response to starvation	OK_IN_ROW	1.00	| nutrient limitation | `GO:0009267` for cellular response to starvation only when a cellular response is intended | Do not use a GO response term for the environmental condition itself. |
research/traits/ecology/free_living-deep-research-falcon.md	275	GO:0030255	type iv secretion system	protein secretion by the type IV secretion system	OK_LABEL	1.00	| type IV secretion system | `GO:0030255` (“type IV protein secretion system complex”), subject to ontology-version verification | Comparative *Paracoccus* evidence; likely involved in genetic exchange. |
research/traits/ecology/free_living-deep-research-falcon.md	276	GO:0052621	diguanylate cyclase	diguanylate cyclase activity	OK_LABEL	1.00	| diguanylate cyclase | `GO:0052621` for c-di-GMP-forming activity, subject to verification | Generates c-di-GMP; the causal experiment manipulated pathway output rather than one universal enzyme. |
research/traits/ecology/free_living-deep-research-falcon.md	285	CHEBI:49537	cyclic di-3′,5′-guanylate (c-di-gmp)	c-di-GMP	OK_LABEL	1.00	| cyclic di-3′,5′-guanylate (c-di-GMP) | `CHEBI:49537` if confirmed against the current release | Increased levels causally promoted host association. |
research/traits/ecology/free_living-deep-research-falcon.md	286	CHEBI:18240	deoxyribonucleosides	4-hydroxy-L-proline	DRIFT	0.46	| deoxyribonucleosides | `CHEBI:18240` is the class “2′-deoxyribonucleoside” if confirmed | Scavenged by RNR-deficient parasites in the diplomonad comparison. |
research/traits/ecology/free_living-deep-research-falcon.md	288	CHEBI:15440	squalene	squalene	OK_LABEL	1.00	| squalene | `CHEBI:15440` | Substrate of squalene–tetrahymanol cyclase. |
research/traits/ecology/free_living-deep-research-falcon.md	289	CHEBI:16680	tetrahymanol	S-adenosyl-L-homocysteine	DRIFT	0.33	| tetrahymanol | `CHEBI:16680` if confirmed | Sterol surrogate under anaerobic conditions. |
research/traits/ecology/free_living-deep-research-falcon.md	290	CHEBI:15889	sterols	sterol	OK_LABEL	1.00	| sterols | `CHEBI:15889` | Host/eukaryote-derived dependency contrasted with tetrahymanol synthesis. |
research/traits/ecology/free_living-deep-research-falcon.md	292	CHEBI:33709	amino acids	amino acid	OK_LABEL	1.00	| amino acids | `CHEBI:33709` | Biosynthetic autonomy is probabilistically associated with environmental habitat. |
research/traits/ecology/free_living-deep-research-falcon.md	298	GO:0032196	horizontal gene transfer	transposition	OK_IN_ROW	1.00	| horizontal gene transfer | `GO:0032196` (“transposition”) is not equivalent; use label-only unless a suitable ontology term is selected | Do not misground HGT as transposition. |
research/traits/ecology/free_living-deep-research-falcon.md	299	GO:0008652	amino-acid biosynthesis	amino acid biosynthetic process	DRIFT	1.00	| amino-acid biosynthesis | `GO:0008652` | Use only where pathway completeness is directly demonstrated. |
research/traits/ecology/free_living-deep-research-falcon.md	300	GO:0009263	deoxyribonucleotide biosynthesis	deoxyribonucleotide biosynthetic process	OK_LABEL	1.00	| deoxyribonucleotide biosynthesis | `GO:0009263` | Downstream of RNR activity. |
research/traits/ecology/free_living-deep-research-falcon.md	303	GO:0006935	chemotaxis	chemotaxis	OK_LABEL	1.00	| chemotaxis | `GO:0006935` | Under-represented in putative soil oligotrophs; correlational. |
research/traits/ecology/free_living-deep-research-falcon.md	304	GO:0001539	motility	cilium or flagellum-dependent cell motility	OK_LABEL	1.00	| motility | `GO:0001539` is ciliary/flagellar motility in eukaryotic contexts and may be inappropriate; use a bacterial motility term after verification | Avoid broad unverified grounding. |
research/traits/ecology/free_living-deep-research-falcon.md	305	GO:0042710	biofilm formation	biofilm formation	OK_LABEL	1.00	| biofilm formation | `GO:0042710` | Increased during experimentally evolved host specialization. |
research/traits/ecology/human_pathogen-deep-research-falcon.md	196	GO:0044406	interaction with host	adhesion of symbiont to host	DRIFT	0.55	| interaction with host | GO:0044406 | Broad process; use more specific child terms where possible |
research/traits/ecology/human_pathogen-deep-research-falcon.md	197	GO:0009405	pathogenesis	obsolete pathogenesis	OBSOLETE	1.00	| pathogenesis | GO:0009405 | Useful intermediate process, not equivalent to endpoint |
research/traits/ecology/human_pathogen-deep-research-falcon.md	225	CHEBI:29033	iron(2+)	iron(2+)	OK_LABEL	1.00	| iron(2+) | CHEBI:29033 | Essential metal nutrient |
research/traits/ecology/human_pathogen-deep-research-falcon.md	226	CHEBI:29105	zinc(2+)	zinc(2+)	OK_LABEL	1.00	| zinc(2+) | CHEBI:29105 | Essential metal sequestered by calprotectin |
research/traits/ecology/human_pathogen-deep-research-falcon.md	227	CHEBI:18385	thiamine	thiamine(1+)	OK_LABEL	1.00	| thiamine | CHEBI:18385 | Serum-survival intervention in one *K. pneumoniae* strain |
research/traits/ecology/human_pathogen-deep-research-falcon.md	228	CHEBI:15361	pyruvate	pyruvate	OK_LABEL	1.00	| pyruvate | CHEBI:15361 | Central metabolic intermediate; association requires qualification |
research/traits/ecology/human_pathogen-deep-research-falcon.md	229	CHEBI:30031	succinate	succinate(2-)	OK_LABEL	1.00	| succinate | CHEBI:30031 | Perturbant that reduced viability in the serum study |
research/traits/ecology/human_pathogen-deep-research-falcon.md	230	CHEBI:16240	hydrogen peroxide	hydrogen peroxide	OK_LABEL	1.00	| hydrogen peroxide | CHEBI:16240 | Host oxidative stressor/model oxidant |
research/traits/ecology/human_pathogen-deep-research-falcon.md	231	CHEBI:30413	heme	heme	OK_LABEL	1.00	| heme | CHEBI:30413 | Iron source acquired from hemoglobin |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	219	GO:0009878	root nodule		UNRESOLVED	0.00	| root nodule | `GO:0009878` (nodule morphogenesis) for process; anatomy ontology preferred for structure | Process and anatomical structure must remain distinct. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	221	GO:0043663	symbiosome	host bacteroid-containing symbiosome	OK_LABEL	1.00	| symbiosome | `GO:0043663` (host cell part) is too broad; label-only preferred | Plant-derived membrane compartment containing bacteroids. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	223	GO:0009860	infection thread	pollen tube growth	DRIFT	0.26	| infection thread | `GO:0009860` where applicable | Canonical entry route, but not universal. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	230	CHEBI:47916	root flavonoid	flavonoid	OK_LABEL	1.00	| root flavonoid | `CHEBI:47916` (flavonoid) | Specific compounds such as genistein should be grounded separately. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	235	GO:0055086	calcium oscillation	nucleobase-containing small molecule metabolic process	DRIFT	0.33	| calcium oscillation | `GO:0055086` is general calcium homeostasis; label-only event preferred | Avoid grounding a dynamic oscillation to a static ion term. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	239	GO:0009878	nodule organogenesis		UNRESOLVED	0.00	| nodule organogenesis | `GO:0009878` | Host developmental process. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	241	GO:0043934	bacteroid differentiation	sporulation	OK_IN_ROW	1.00	| bacteroid differentiation | `GO:0043934` (sporulation-related terms inappropriate); label-only preferred | A symbiotic cell-state transition, not sporulation. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	247	CHEBI:17997	atmospheric dinitrogen	dinitrogen	OK_LABEL	1.00	| atmospheric dinitrogen | `CHEBI:17997` | Nitrogenase substrate/electron acceptor in the overall reduction. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	248	CHEBI:16134	ammonia	ammonia	OK_LABEL	1.00	| ammonia | `CHEBI:16134` | Distinguish from ammonium, `CHEBI:28938`, according to pH/context. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	248	CHEBI:28938	ammonia	ammonium	OK_IN_ROW	1.00	| ammonia | `CHEBI:16134` | Distinguish from ammonium, `CHEBI:28938`, according to pH/context. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	249	GO:0016163	nitrogenase complex	nitrogenase activity	OK_IN_ROW	1.00	| nitrogenase complex | `GO:0016163` (nitrogenase activity); `EC:1.18.6.1` | Represent NifH/NifDK separately when gene resolution is needed. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	250	CHEBI:15422	atp	ATP	OK_LABEL	1.00	| ATP | `CHEBI:15422` | Required by nitrogenase turnover. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	252	CHEBI:15379	oxygen	dioxygen	OK_LABEL	1.00	| oxygen | `CHEBI:15379` | Both respiratory substrate and nitrogenase inhibitor. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	255	GO:0004129	fixnoqp/cbb3 oxidase	cytochrome-c oxidase activity	DRIFT	0.57	| FixNOQP/cbb3 oxidase | `GO:0004129`; `EC:7.1.1.9` for cytochrome-c oxidase family, verify exact mapping | High-affinity terminal oxidase. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	256	CHEBI:6650	malate	malic acid	DRIFT	0.55	| malate | `CHEBI:6650` | C4-dicarboxylate supplied to bacteroids. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	257	CHEBI:30031	succinate	succinate(2-)	OK_LABEL	1.00	| succinate | `CHEBI:30031` | C4-dicarboxylate supplied to bacteroids. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	259	GO:0006542	gs/gogat pathway	obsolete glutamine biosynthetic process	OBSOLETE	1.00	| GS/GOGAT pathway | `GO:0006542` for glutamine biosynthesis plus enzyme terms | Separate bacterial downregulation from host assimilation. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	260	GO:0004356	glutamine synthetase	glutamine synthetase activity	OK_LABEL	1.00	| glutamine synthetase | `EC:6.3.1.2`; `GO:0004356` | Host and bacterium require distinct nodes. |
research/traits/ecology/nitrogen_fixing_symbiosis-deep-research-falcon.md	262	CHEBI:17992	photosynthate/sucrose	sucrose	OK_LABEL	1.00	| photosynthate/sucrose | sucrose `CHEBI:17992` | Long-distance carbon supply to nodules. |
research/traits/ecology/parasitism-deep-research-falcon.md	265	CHEBI:64583	rab gtpase recruitment to chlamydial inclusion	sphingomyelin	OK_IN_ROW	1.00	| Rab GTPase recruitment to chlamydial inclusion | promotes acquisition of | sphingomyelin/cholesterol/iron | CHEBI:64583 sphingomyelin; CHEBI:16113 cholesterol; CHEBI:18248 iron atom | Chlamydia inclusion development | Hijacking vesicular transport enables acquisition of “sphingomyelin, cholesterol, iron… essential for inclusion development and bacterial growth” (wenbo2024hijackinghostcell pages 1-2) | 10.1080/21505594.2024.2351234; 2024-05 | **Moderate**; review-level but directly tied to nutrient acquisition and growth. |
research/traits/ecology/parasitism-deep-research-falcon.md	265	CHEBI:16113	rab gtpase recruitment to chlamydial inclusion	cholesterol	OK_IN_ROW	1.00	| Rab GTPase recruitment to chlamydial inclusion | promotes acquisition of | sphingomyelin/cholesterol/iron | CHEBI:64583 sphingomyelin; CHEBI:16113 cholesterol; CHEBI:18248 iron atom | Chlamydia inclusion development | Hijacking vesicular transport enables acquisition of “sphingomyelin, cholesterol, iron… essential for inclusion development and bacterial growth” (wenbo2024hijackinghostcell pages 1-2) | 10.1080/21505594.2024.2351234; 2024-05 | **Moderate**; review-level but directly tied to nutrient acquisition and growth. |
research/traits/ecology/parasitism-deep-research-falcon.md	265	CHEBI:18248	rab gtpase recruitment to chlamydial inclusion	iron atom	OK_IN_ROW	1.00	| Rab GTPase recruitment to chlamydial inclusion | promotes acquisition of | sphingomyelin/cholesterol/iron | CHEBI:64583 sphingomyelin; CHEBI:16113 cholesterol; CHEBI:18248 iron atom | Chlamydia inclusion development | Hijacking vesicular transport enables acquisition of “sphingomyelin, cholesterol, iron… essential for inclusion development and bacterial growth” (wenbo2024hijackinghostcell pages 1-2) | 10.1080/21505594.2024.2351234; 2024-05 | **Moderate**; review-level but directly tied to nutrient acquisition and growth. |
research/traits/ecology/parasitism-deep-research-falcon.md	266	CHEBI:17761	cert co-option by chlamydia	ceramide	OK_LABEL	1.00	| CERT co-option by Chlamydia | increases | ceramide delivery for sphingomyelin biosynthesis | CERT [label-only]; CHEBI:17761 ceramide; CHEBI:64583 sphingomyelin | Chlamydia, ER-to-Golgi/non-vesicular lipid transport | “CERT-mediated non-vesicular transport of ceramide… for sphingomyelin biosynthesis, with CERT depletion reducing infectious progeny” (wenbo2024hijackinghostcell pages 3-4) | 10.1080/21505594.2024.2351234; 2024-05 | **High** for Chlamydia-specific edge; includes intervention phenotype (depletion reduces progeny). |
research/traits/ecology/parasitism-deep-research-falcon.md	266	CHEBI:64583	cert co-option by chlamydia	sphingomyelin	OK_IN_ROW	1.00	| CERT co-option by Chlamydia | increases | ceramide delivery for sphingomyelin biosynthesis | CERT [label-only]; CHEBI:17761 ceramide; CHEBI:64583 sphingomyelin | Chlamydia, ER-to-Golgi/non-vesicular lipid transport | “CERT-mediated non-vesicular transport of ceramide… for sphingomyelin biosynthesis, with CERT depletion reducing infectious progeny” (wenbo2024hijackinghostcell pages 3-4) | 10.1080/21505594.2024.2351234; 2024-05 | **High** for Chlamydia-specific edge; includes intervention phenotype (depletion reduces progeny). |
research/traits/ecology/parasitism-deep-research-falcon.md	269	CHEBI:15422	chlamydia trachomatis	ATP	OK_IN_ROW	1.00	| Chlamydia trachomatis | scavenges | host ATP / NTPs | ATP [CHEBI:15422]; NTPs [label-only] | Obligate intracellular bacterial parasitism | “C. trachomatis is described as an energy parasite scavenging ATP and NTPs from host cells” (mandel2024metabolismandphysiology pages 5-6) | 10.3389/fcimb.2024.1284701; 2024-03 | **Moderate-high**; central metabolic parasitism edge, though framed in review language. |
research/traits/ecology/parasitism-deep-research-falcon.md	270	CHEBI:15422	atp/adp translocases	ATP	OK_LABEL	1.00	| ATP/ADP translocases | enable | host ATP scavenging (“energy parasitism”) | ATP/ADP translocase [label-only]; ATP [CHEBI:15422]; ADP [CHEBI:16761] | Chlamydia and Rickettsia | “Chlamydia and Rickettsia scavenge ATP from hosts via ATP/ADP translocases” (mandel2024metabolismandphysiology pages 2-4) | 10.3389/fcimb.2024.1284701; 2024-03 | **Moderate**; broad but highly relevant backbone mechanism for intracellular parasitism. |
research/traits/ecology/parasitism-deep-research-falcon.md	270	CHEBI:16761	atp/adp translocases	ADP	OK_LABEL	1.00	| ATP/ADP translocases | enable | host ATP scavenging (“energy parasitism”) | ATP/ADP translocase [label-only]; ATP [CHEBI:15422]; ADP [CHEBI:16761] | Chlamydia and Rickettsia | “Chlamydia and Rickettsia scavenge ATP from hosts via ATP/ADP translocases” (mandel2024metabolismandphysiology pages 2-4) | 10.3389/fcimb.2024.1284701; 2024-03 | **Moderate**; broad but highly relevant backbone mechanism for intracellular parasitism. |
research/traits/ecology/parasitism-deep-research-falcon.md	273	CHEBI:29033	coxiella burnetii feoab transporter	iron(2+)	OK_IN_ROW	1.00	| Coxiella burnetii FeoAB transporter | acquires | Fe2+ from acidic CCV | FeoAB [label-only]; CHEBI:29033 Fe2+; CCV [label-only] | C. burnetii in acidic Coxiella-containing vacuole | “acquires iron via the Fe2+-specific FeoAB transporter from the acidic CCV” (mandel2024metabolismandphysiology pages 8-9) | 10.3389/fcimb.2024.1284701; 2024-03 | **High**; concrete transporter-to-nutrient edge suitable for curation. |
