record_path	record_id	record_label	record_definition	trait_category	term_kind	candidate_curie	candidate_label	candidate_definition	ontology	match_basis	matched_text	candidate_exact_synonyms	candidate_count_for_label	already_grounded	review_status	review_rationale
data/traits/metabolism/oxidative_phosphorylation.yaml	METPO:1000803	Oxidative phosphorylation	A metabolism that generates ATP through the transfer of electrons from electron donors to electron acceptors via redox reactions, coupled to the pumping of protons across a membrane to create an electrochemical gradient.	METABOLISM	CLASS	GO:0006119	oxidative phosphorylation	The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis.	GO	CANONICAL_LABEL	oxidative phosphorylation	respiratory-chain phosphorylation	1	yes	APPROVED	Both define respiratory-chain oxidation coupled to ADP phosphorylation through a proton gradient.
data/traits/metabolism/electron_transfer.yaml	METPO:1000805	Electron transfer	A metabolism in which electrons are transferred from an electron donor to an electron acceptor.	METABOLISM	CLASS	GO:0022904	respiratory electron transport chain	A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to any of several different terminal electron acceptors to generate a transmembrane electrochemical gradient.	GO	EXACT_SYNONYM	electron transfer	electron transfer	1	no	REJECTED	The TraitRecord permits any donor-to-acceptor electron transfer; GO requires a respiratory carrier chain that generates a transmembrane electrochemical gradient.
data/traits/metabolism/methanogenesis.yaml	METPO:1000844	Methanogenesis	A metabolism in which methane is produced as the primary end product through the reduction of carbon-containing compounds, formate, methanol, or acetate, exclusively performed by methanogenic archaea under strictly anaerobic conditions.	METABOLISM	CLASS	GO:0015948	methanogenesis	The chemical reactions and pathways resulting in the formation of methane, a colorless, odorless, flammable gas with the formula CH4. It is the simplest of the alkanes.	GO	CANONICAL_LABEL	methanogenesis	methane biosynthesis | methane biosynthetic process	1	yes	APPROVED	Both define the reactions and pathways that form methane.
data/traits/morphology/sporulation.yaml	METPO:1000870	sporulation	A phenotype that is relating to an organism's ability to form dormant, stress-resistant endospores.	MORPHOLOGY	CLASS	GO:0043934	sporulation	The process whose specific outcome is the progression of a spore over time, from its initiation to the mature structure. A spore is a structure that can be used for dissemination, for survival of adverse conditions because of its heat and desiccation resistance, and/or for reproduction.	GO	CANONICAL_LABEL	sporulation		1	no	REJECTED	The TraitRecord is restricted to dormant stress-resistant endospores; GO covers development of spores generally.
data/traits/metabolism/fermentation.yaml	METPO:1002005	Fermentation	A respiration that generates energy through the oxidation of organic compounds without using an external electron acceptor, using organic molecules as both electron donors and final electron acceptors.	METABOLISM	CLASS	GO:0006113	fermentation	The metabolic process that uses oxidation-reduction reactions of organic compounds and substrate-level phosphorylation for the generation of adenosine triphosphate (ATP), without consuming oxygen and is independent of electron transport chains.	GO	CANONICAL_LABEL	fermentation		1	yes	APPROVED	Both define oxygen-independent organic redox metabolism with substrate-level phosphorylation.
data/traits/environment/acidophilic.yaml	METPO:1003003	acidophilic	A pH growth preference in which an organism grows optimally at pH values below 5.	ENVIRONMENT	CLASS	PATO:0002418	acidophilic	An affinity inhering in an anatomical structure by virtue of the bearer exhibiting a molecular interaction for acidic dyes under specific pH conditions.	PATO	CANONICAL_LABEL	acidophilic	eosinophilic	1	no	REJECTED	PATO denotes affinity for acidic histological dyes, not microbial growth at low environmental pH.
data/traits/morphology/pigmentation.yaml	METPO:1003021	pigmentation	A phenotype characterized by the color of pigments produced by a microorganism.	MORPHOLOGY	CLASS	GO:0043473	pigmentation	The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells.	GO	CANONICAL_LABEL	pigmentation		1	no	REJECTED	The TraitRecord is a color phenotype; GO denotes the biological process of pigment accumulation.
data/traits/metabolism/has_quality.yaml	METPO:2000101	has quality		METABOLISM	OBJECT_PROPERTY	RO:0000086	has quality	a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence	RO	CANONICAL_LABEL	has quality		1	yes	APPROVED	Both are the bearer-to-dependent-quality relation.
data/traits/metabolism/has_phenotype.yaml	METPO:2000102	has phenotype		METABOLISM	OBJECT_PROPERTY	RO:0002200	has phenotype	A relationship that holds between a biological entity and a phenotype. Here a phenotype is construed broadly as any kind of quality of an organism part, a collection of these qualities, or a change in quality or qualities (e.g. abnormally increased temperature). The subject of this relationship can be an organism (where the organism has the phenotype, i.e. the qualities inhere in parts of this organism), a genomic entity such as a gene or genotype (if modifications of the gene or the genotype causes the phenotype), or a condition such as a disease (such that if the condition inheres in an organism, then the organism has the phenotype).	RO	CANONICAL_LABEL	has phenotype		1	yes	APPROVED	Both are the biological-entity-to-phenotype relation.
data/traits/metabolism/capable_of.yaml	METPO:2000103	capable of	A general OBJECT_PROPERTY relating an organism to a biological process or metabolic capability the organism is capable of. Intended use is predicate + class composition at assertion time, with a METPO biological-process (or GO biological-process) class as the object.	METABOLISM	OBJECT_PROPERTY	RO:0002215	capable of	A relation between a material entity (such as a cell) and a process, in which the material entity has the ability to carry out the process. 	RO	CANONICAL_LABEL	capable of		1	yes	APPROVED	Existing xref; both denote the relation between a bearer and a biological process it is capable of carrying out.
data/traits/metabolism/produces.yaml	METPO:2000202	produces	An OBJECT_PROPERTY relating an organism to a chemical that the organism produces and exports or accumulates as a metabolic product.	METABOLISM	OBJECT_PROPERTY	RO:0003000	produces	a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix.	RO	CANONICAL_LABEL	produces		1	yes	APPROVED	Existing xref; both denote production of an output, and the labels are canonical on both terms.
data/traits/metabolism/transports.yaml	METPO:2000207	transports	An OBJECT_PROPERTY relating an organism to a chemical that the organism transports across its membranes (without specifying direction or coupling).	METABOLISM	OBJECT_PROPERTY	RO:0002020	transports	Holds between p and c when p is a transport process or transporter activity and the outcome of this p is to move c from one location to another.	RO	CANONICAL_LABEL	transports		1	no	REJECTED	METPO relates an organism to a transported chemical; RO relates a transport process or activity to its cargo.
data/traits/metabolism/imports.yaml	METPO:2000208	imports	An OBJECT_PROPERTY relating an organism to a chemical that the organism imports from the extracellular environment into the cytoplasm.	METABOLISM	OBJECT_PROPERTY	RO:0002340	imports	Holds between p and c when p is a transportation or localization process and the outcome of this process is to move c to a destination that is part of some s, where the start location of c is part of the region that surrounds s.	RO	CANONICAL_LABEL	imports		1	no	REJECTED	METPO relates an organism to a chemical; RO imports has a transportation/localization process as subject.
data/traits/metabolism/exports.yaml	METPO:2000209	exports	An OBJECT_PROPERTY relating an organism to a chemical that the organism exports from the cytoplasm to the periplasm or extracellular environment.	METABOLISM	OBJECT_PROPERTY	RO:0002345	exports	Holds between p and c when p is a transportation or localization process and the outcome of this process is to move c to a destination that is part of some s, where the end location of c is part of the region that surrounds s.	RO	CANONICAL_LABEL	exports		1	no	REJECTED	METPO relates an organism to a chemical; RO exports has a transportation/localization process as subject.
data/traits/metabolism/carbon_fixation.yaml	traitmech:000019	carbon fixation	A metabolic process in which an organism assimilates inorganic carbon (CO2 or bicarbonate) into organic compounds (autotrophy). Six distinct natural autotrophic carbon-fixation pathways are currently recognized.	METABOLISM	CLASS	GO:0015977	carbon fixation	A metabolic process in which carbon (usually derived from carbon dioxide) is incorporated into organic compounds (usually carbohydrates).	GO	CANONICAL_LABEL	carbon fixation	autotrophic CO2 fixation | autotrophic CO2 fixation pathway | autotrophy	1	yes	APPROVED	Both define assimilation of inorganic carbon into organic compounds.
data/traits/metabolism/reductive_tca_cycle.yaml	traitmech:000021	reductive tricarboxylic acid cycle	An autotrophic carbon-fixation pathway (reductive citric acid / Arnon-Buchanan cycle) that runs the tricarboxylic acid cycle in reverse to fix CO2. It operates in anaerobic and microaerophilic bacteria such as green sulfur bacteria (Chlorobium) and Aquificales.	METABOLISM	CLASS	GO:0019643	reductive tricarboxylic acid cycle	A pathway leading to the fixation of two molecules of CO2 and the production of one molecule of acetyl-CoA; essentially the oxidative TCA cycle running in reverse. Acetyl-CoA is reductively carboxylated to pyruvate, from which all other central metabolites can be formed. Most of the enzymes of reductive and oxidative TCA cycle are shared, with the exception of three key enzymes that allow the cycle to run in reverse: ATP citrate lyase, 2-oxoglutarate:ferredoxin oxidoreductase, and fumarate reductase. 2-oxoglutarate:ferredoxin oxidoreductase catalyzes the carboxylation of succinyl-CoA to 2-oxoglutarate, ATP citrate lyase the ATP-dependent cleavage of citrate to acetyl-CoA and oxaloacetate, and fumarate reductase the reduction of fumarate forming succinate.	GO	CANONICAL_LABEL	reductive tricarboxylic acid cycle	reductive carboxylate cycle | reductive carboxylic acid cycle | reductive citric acid pathway | reductive Kreb's cycle | reductive TCA cycle	1	yes	APPROVED	Both define the reverse TCA carbon-fixation pathway producing acetyl-CoA.
data/traits/metabolism/ethanol_fermentation.yaml	traitmech:000028	ethanol fermentation	A fermentation in which pyruvate is decarboxylated to acetaldehyde (releasing CO2) and then reduced by NADH to ethanol, regenerating NAD+ for glycolysis. Characteristic of yeasts and the bacterium Zymomonas mobilis.	METABOLISM	CLASS	GO:0019655	pyruvate fermentation to ethanol	The anaerobic chemical reactions and pathways resulting in the breakdown of pyruvate into ethanol and carbon dioxide (CO2).	GO	EXACT_SYNONYM	ethanol fermentation	ethanol fermentation | glucose fermentation to ethanol	1	yes	APPROVED	Both define pyruvate fermentation to ethanol and carbon dioxide.
data/traits/metabolism/photosynthesis.yaml	traitmech:000038	photosynthesis	A phototrophic metabolism that uses light energy and chlorophyll- or bacteriochlorophyll-based photochemical reaction centers to drive electron flow, fixing CO2 and/or generating reducing power. Subdivided into oxygenic and anoxygenic photosynthesis.	METABOLISM	CLASS	GO:0015979	photosynthesis	The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.	GO	CANONICAL_LABEL	photosynthesis		1	yes	APPROVED	Both define light-powered synthesis/fixation of organic compounds.
data/traits/ecology/biofilm_formation.yaml	traitmech:000053	biofilm formation	An ecological lifestyle in which cells form surface-attached, matrix-enclosed multicellular communities (biofilms) held together by extracellular polymeric substances — a widespread mode of microbial life.	ECOLOGY	CLASS	GO:0042710	biofilm formation	A process in which planktonically growing microorganisms grow at a liquid-air interface or on a solid substrate under the flow of a liquid and produce extracellular polymers that facilitate matrix formation, resulting in a change in the organisms' growth rate and gene transcription.	GO	CANONICAL_LABEL	biofilm formation		1	no	REJECTED	The TraitRecord denotes the ecological biofilm lifestyle; GO denotes the process that forms the biofilm.
data/traits/morphology/capsule.yaml	traitmech:000063	capsule	A morphology trait in which the cell is surrounded by a well-organized layer of polysaccharide (or rarely polypeptide) external to the cell envelope, mediating adhesion, desiccation resistance, and immune evasion.	MORPHOLOGY	CLASS	GO:0042603	capsule	A protective structure surrounding some fungi and bacteria, attached externally to the cell wall and composed primarily of polysaccharides. Capsules are highly organized structures that adhere strongly to cells and cannot be easily removed. Capsules play important roles in pathogenicity, preventing phagocytosis by other cells, adherence, and resistance to desiccation.	GO	CANONICAL_LABEL	capsule		1	yes	APPROVED	Both define the organized protective extracellular capsule of bacteria or fungi.
data/traits/morphology/s_layer.yaml	traitmech:000064	S-layer	A morphology trait in which the cell surface is coated by a crystalline, two-dimensional array of self-assembling proteinaceous (glyco)protein subunits (a surface layer), found in many bacteria and most archaea.	MORPHOLOGY	CLASS	GO:0030115	S-layer	A crystalline protein layer surrounding some bacteria.	GO	CANONICAL_LABEL	S-layer		1	no	REJECTED	The TraitRecord explicitly includes archaeal S-layers; the GO definition is restricted to bacteria.
data/traits/morphology/polyhydroxyalkanoate_granule.yaml	traitmech:000067	polyhydroxyalkanoate granule	An intracellular storage inclusion composed of polyhydroxyalkanoate (e.g. polyhydroxybutyrate, PHB), a carbon and energy reserve accumulated as cytoplasmic granules.	MORPHOLOGY	CLASS	GO:0070088	polyhydroxyalkanoate granule	An inclusion body located in the cytoplasm of prokaryotes that consists of polyhydroxyalkanoate (PHA) molecules and associated proteins, surrounded by a phospholipid monolayer; the proteins include PHA synthase, PHA depolymerase and 3HB-oligomer hydroxylase, phasins (PhaPs), which are thought to be the major structural proteins of the membrane surrounding the inclusion, and the regulator of phasin expression PhaR.	GO	CANONICAL_LABEL	polyhydroxyalkanoate granule	PHA granule	1	yes	APPROVED	Both define a cytoplasmic polyhydroxyalkanoate storage granule.
data/traits/morphology/gas_vesicle.yaml	traitmech:000070	gas vesicle	An intracellular gas-filled proteinaceous inclusion that provides buoyancy, allowing planktonic bacteria and archaea to position themselves in the water column.	MORPHOLOGY	CLASS	GO:0031411	gas vesicle	An intracellular non-membrane-bounded organelle; a hollow structure made of protein, which usually has the form of a cylindrical tube closed by conical end caps. By regulating their relative gas vesicle content, aquatic microbes are able to perform vertical migrations.	GO	CANONICAL_LABEL	gas vesicle		1	yes	APPROVED	Both define the proteinaceous gas-filled buoyancy organelle.
data/traits/morphology/magnetosome.yaml	traitmech:000071	magnetosome	A membrane-bounded intracellular organelle containing a magnetic iron-mineral crystal (magnetite or greigite); chains of magnetosomes allow magnetotactic bacteria to align with and navigate along geomagnetic field lines.	MORPHOLOGY	CLASS	GO:0110143	magnetosome	A membrane-bound organelle that envelops particles of magnetic iron minerals in magnetotactic bacteria. Magnetosomes form linear chains that align along the cellular motility axis at midcell and function in bacterial navigation along the Earth's magnetic field. They are formed by invagination of the cell inner membrane; in some species they remain connected to the inner membrane, in others they pinch off to form independent intracellular vesicles.	GO	CANONICAL_LABEL	magnetosome		1	yes	APPROVED	Both define the membrane-bound magnetic-mineral organelle of magnetotactic bacteria.
data/traits/morphology/carboxysome.yaml	traitmech:000072	carboxysome	A bacterial microcompartment — a polyhedral protein-shelled organelle that encapsulates RuBisCO and carbonic anhydrase to concentrate CO2 for carbon fixation in cyanobacteria and many chemoautotrophs.	MORPHOLOGY	CLASS	GO:0031470	carboxysome	An organelle consisting of a proteinaceous coat and enzymes for the fixation of CO2. It augments the concentration of CO2 in the vicinity of RuBisCO to increase the efficiency of CO2 fixation under atmospheric conditions.	GO	CANONICAL_LABEL	carboxysome		1	yes	APPROVED	Both define the protein-shelled carbon-fixation microcompartment containing RuBisCO.
data/traits/physiology/catalase_activity.yaml	traitmech:000075	catalase activity	A physiological enzyme-activity phenotype in which a cell produces catalase, which decomposes hydrogen peroxide into water and oxygen; it is the basis of the diagnostic catalase test.	PHYSIOLOGY	CLASS	GO:0004096	catalase activity	Catalysis of the reaction: 2 H2O2 = O2 + 2 H2O.	GO	CANONICAL_LABEL	catalase activity	catalase reaction	1	no	REJECTED	The TraitRecord denotes the cell-level catalase-positive phenotype; GO denotes the molecular catalytic activity.
data/traits/physiology/urease_activity.yaml	traitmech:000077	urease activity	A physiological enzyme-activity phenotype in which a cell produces urease, which hydrolyzes urea to ammonia and carbon dioxide, typically raising local pH; it is the basis of the diagnostic urease test.	PHYSIOLOGY	CLASS	GO:0009039	urease activity	Catalysis of the reaction: urea + 2 H2O + H+ = hydrogencarbonate + 2 NH4+.	GO	CANONICAL_LABEL	urease activity		1	no	REJECTED	The TraitRecord denotes the cell-level urease-positive phenotype; GO denotes the molecular catalytic activity.
data/traits/physiology/spore_germination.yaml	traitmech:000083	spore germination	The physiological process by which a dormant spore exits dormancy and resumes vegetative growth in response to germinant signals, including release of dipicolinic acid and rehydration of the spore core.	PHYSIOLOGY	CLASS	GO:0009847	spore germination	The physiological and developmental changes that occur in a spore following release from dormancy up to the earliest signs of growth (e.g. emergence from a spore wall).	GO	CANONICAL_LABEL	spore germination		1	yes	APPROVED	Both define exit from spore dormancy through the earliest resumption of growth.
data/traits/physiology/quorum_sensing.yaml	traitmech:000084	quorum sensing	A cell-density-dependent regulatory physiology in which cells produce, release, and detect diffusible autoinducer signals to coordinate gene expression across a population.	PHYSIOLOGY	CLASS	GO:0009372	quorum sensing	The cell-cell signaling process in which single-celled organisms carry out coordinated responses by monitoring their own population density, and often also that of other microbes, by producing small, diffusible, signal molecules, detecting the concentration of these molecules, and triggering a signal transduction pathway when a certain threshold is reached. Quorum sensing can occur amongst microbial communities in the environment or within host organisms.	GO	CANONICAL_LABEL	quorum sensing	quorum sensing system	1	yes	APPROVED	Both define density-dependent diffusible cell-cell signaling and coordinated response.
data/traits/physiology/bioluminescence.yaml	traitmech:000085	bioluminescence	A physiological capability to emit visible light through a luciferase-catalyzed reaction, frequently regulated by quorum sensing in marine bacteria such as Aliivibrio and Photobacterium.	PHYSIOLOGY	CLASS	GO:0008218	bioluminescence	The production of light by certain enzyme-catalyzed reactions in cells.	GO	CANONICAL_LABEL	bioluminescence		1	no	REJECTED	The TraitRecord denotes a cell-level capability; GO denotes the light-producing biological process.
data/traits/physiology/chemotaxis.yaml	traitmech:000086	chemotaxis	A behavioral physiology in which cells bias their movement toward attractants or away from repellents by modulating flagellar motor switching in response to chemical gradients.	PHYSIOLOGY	CLASS	GO:0006935	chemotaxis	The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).	GO	CANONICAL_LABEL	chemotaxis	taxis in response to chemical stimulus	1	yes	APPROVED	Both define directed movement along a chemical concentration gradient.
data/traits/genomics/crispr_cas_system.yaml	traitmech:000094	CRISPR-Cas system	A genomics trait describing possession of a CRISPR-Cas adaptive immune system that records fragments of invading nucleic acids in CRISPR arrays and uses Cas proteins to recognize and cleave matching sequences.	GENOMICS	CLASS	GO:0099048	CRISPR-cas system	A defense response of that serves to clear host cells of foreign DNA and RNA. It has three distinct stage: acquisition of foreign DNA by integration into CRISPR loci in the host chromosome, CRISPR RNA (crRNA) biogenesis, and target interference. CRISPR stands for Clustered Regularly Interspaced Short Palindromic Repeat, which describes the nature of the loci.	GO	CANONICAL_LABEL	CRISPR-cas system		1	no	REJECTED	The TraitRecord denotes possession of the CRISPR-Cas system; GO denotes the defense response carried out by it.
data/traits/genomics/ploidy.yaml	traitmech:000100	ploidy	A genomics trait describing the number of complete genome copies per cell; many bacteria and archaea are polyploid, maintaining many chromosome copies that support survival, repair, and large cell size.	GENOMICS	CLASS	PATO:0001374	ploidy	A cellular quality inhering in a bearer by virtue of the bearer's number of homologous sets of chromosomes in the nucleus or primary chromosome-containing compartment of the cell, each set essentially coding for all the biological traits of the organism.	PATO	CANONICAL_LABEL	ploidy		1	yes	APPROVED	Both define the number of complete homologous chromosome/genome sets in a cell.
data/traits/metabolism/nitrogen_fixation.yaml	traitmech:000103	nitrogen fixation	A metabolism in which an organism reduces atmospheric dinitrogen (N2) to ammonia using the nitrogenase enzyme complex, making fixed nitrogen biologically available (diazotrophy).	METABOLISM	CLASS	GO:0009399	nitrogen fixation	The process in which nitrogen is taken from its relatively inert molecular form (N2) in the atmosphere and converted into ammonium, which is more biologically available.	GO	CANONICAL_LABEL	nitrogen fixation		1	yes	APPROVED	Both define conversion of atmospheric dinitrogen to biologically available ammonium.
data/traits/metabolism/dissimilatory_sulfate_reduction.yaml	traitmech:000105	dissimilatory sulfate reduction	An anaerobic respiratory metabolism in which an organism uses sulfate as the terminal electron acceptor, reducing it to hydrogen sulfide while oxidizing organic matter or hydrogen for energy.	METABOLISM	CLASS	GO:0019420	dissimilatory sulfate reduction	The reduction of sulfate to hydrogen sulfide, which acts as a terminal electron acceptor. Sulfate is activated to adenosine-phosphosulfate (APS) which is then reduced to sulfite, which is in turn reduced to hydrogen sulfide.	GO	CANONICAL_LABEL	dissimilatory sulfate reduction	dissimilatory sulphate reduction	1	yes	APPROVED	Both define sulfate reduction to hydrogen sulfide as terminal-electron-acceptor respiration.
data/traits/metabolism/sulfur_oxidation.yaml	traitmech:000106	sulfur oxidation	A metabolism in which an organism oxidizes reduced inorganic sulfur compounds (sulfide, elemental sulfur, thiosulfate) to sulfate, conserving energy and often supporting chemolithotrophic growth.	METABOLISM	CLASS	GO:0019417	sulfur oxidation	The chemical reactions and pathways resulting the addition of oxygen to elemental sulfur.	GO	CANONICAL_LABEL	sulfur oxidation	sulphur oxidation	1	no	REJECTED	The TraitRecord covers oxidation of sulfide, elemental sulfur, and thiosulfate; GO is restricted to adding oxygen to elemental sulfur.
data/traits/metabolism/xylan_degradation.yaml	traitmech:000113	xylan degradation	A biopolymer-degradation metabolism in which an organism hydrolyzes xylan, the most abundant hemicellulose, into xylose and xylo-oligosaccharides using xylanases and accessory enzymes.	METABOLISM	CLASS	GO:0045493	xylan catabolic process	The chemical reactions and pathways resulting in the breakdown of xylan, a polymer containing a beta-1,4-linked D-xylose backbone.	GO	EXACT_SYNONYM	xylan degradation	xylan breakdown | xylan catabolism | xylan degradation	1	yes	APPROVED	Both define enzymatic breakdown of xylan.
data/traits/metabolism/lignin_degradation.yaml	traitmech:000114	lignin degradation	A biopolymer-degradation metabolism in which an organism breaks down lignin, the recalcitrant aromatic heteropolymer of plant cell walls, using oxidative enzymes such as peroxidases and laccases.	METABOLISM	CLASS	GO:0046274	lignin catabolic process	The chemical reactions and pathways resulting in the breakdown of lignins, a class of polymers of phenylpropanoid units.	GO	EXACT_SYNONYM	lignin degradation	lignin breakdown | lignin catabolism | lignin degradation	1	yes	APPROVED	Both define breakdown of lignin polymers.
data/traits/metabolism/starch_degradation.yaml	traitmech:000115	starch degradation	A biopolymer-degradation metabolism in which an organism hydrolyzes starch (amylose and amylopectin) to maltooligosaccharides and glucose using amylases and related glycoside hydrolases.	METABOLISM	CLASS	GO:0005983	starch catabolic process	The chemical reactions and pathways resulting in the breakdown of starch, the most important reserve polysaccharide in plants.	GO	EXACT_SYNONYM	starch degradation	starch breakdown | starch catabolism | starch degradation	1	yes	APPROVED	Both define breakdown of starch polymers.
data/traits/metabolism/proteolysis.yaml	traitmech:000116	proteolysis	A biopolymer-degradation metabolism in which an organism secretes proteases to hydrolyze extracellular proteins and peptides into amino acids and short peptides for nutrition.	METABOLISM	CLASS	GO:0006508	proteolysis	The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.	GO	CANONICAL_LABEL	proteolysis	peptidolysis	1	no	REJECTED	The TraitRecord is restricted to secreted nutritional proteolysis; GO covers all protein hydrolysis.
